131,2,7,2
 
127,8,6,4
 
nan,72.0,82.0,85.0,100.0,84.75
72.0,nan,57.0,86.0,72.0,71.75
82.0,57.0,nan,68.0,82.0,72.25
85.0,86.0,68.0,nan,85.0,81.0
100.0,72.0,82.0,85.0,nan,84.75
139,6,7,2
 
nan,100.0,87.0,100.0,100.0,96.75
100.0,nan,87.0,100.0,100.0,96.75
87.0,87.0,nan,87.0,87.0,87.0
100.0,100.0,87.0,nan,100.0,96.75
100.0,100.0,87.0,100.0,nan,96.75
137,4,4,4
 
nan,35.0,37.0,31.0,50.0,38.25
35.0,nan,58.0,54.0,75.0,55.5
37.0,58.0,nan,66.0,56.0,54.25
31.0,54.0,66.0,nan,47.0,49.5
50.0,75.0,56.0,47.0,nan,57.0
125,8,4,2
 
nan,100.0,100.0,100.0,100.0,100.0
100.0,nan,100.0,100.0,100.0,100.0
100.0,100.0,nan,100.0,100.0,100.0
100.0,100.0,100.0,nan,100.0,100.0
100.0,100.0,100.0,100.0,nan,100.0
126,7,4,3
 
nan,92.0,100.0,100.0,100.0,98.0
92.0,nan,92.0,92.0,92.0,92.0
100.0,92.0,nan,100.0,100.0,98.0
100.0,92.0,100.0,nan,100.0,98.0
100.0,92.0,100.0,100.0,nan,98.0
133,5,3,3
 
nan,79.0,66.0,66.0,100.0,77.75
79.0,nan,86.0,86.0,79.0,82.5
66.0,86.0,nan,100.0,66.0,79.5
66.0,86.0,100.0,nan,66.0,79.5
100.0,79.0,66.0,66.0,nan,77.75
131,3,3,4
 
nan,86.0,57.0,91.0,77.0,77.75
86.0,nan,70.0,92.0,78.0,81.5
57.0,70.0,nan,66.0,69.0,65.5
91.0,92.0,66.0,nan,84.0,83.25
77.0,78.0,69.0,84.0,nan,77.0
128,2,4,2
 
nan,40.0,93.0,93.0,93.0,79.75
40.0,nan,41.0,41.0,40.0,40.5
93.0,41.0,nan,100.0,87.0,80.25
93.0,41.0,100.0,nan,87.0,80.25
93.0,40.0,87.0,87.0,nan,76.75
131,6,5,2
 
nan,100.0,87.0,100.0,100.0,96.75
100.0,nan,87.0,100.0,100.0,96.75
87.0,87.0,nan,87.0,87.0,87.0
100.0,100.0,87.0,nan,100.0,96.75
100.0,100.0,87.0,100.0,nan,96.75
140,6,8,4
 
nan,79.0,60.0,61.0,59.0,64.75
79.0,nan,60.0,65.0,60.0,66.0
60.0,60.0,nan,93.0,88.0,75.25
61.0,65.0,93.0,nan,91.0,77.5
59.0,60.0,88.0,91.0,nan,74.5
125,3,3,3
 
nan,38.0,49.0,47.0,100.0,58.5
38.0,nan,71.0,68.0,38.0,53.75
49.0,71.0,nan,90.0,49.0,64.75
47.0,68.0,90.0,nan,47.0,63.0
100.0,38.0,49.0,47.0,nan,58.5
127,4,2,4
 
nan,45.0,95.0,83.0,73.0,74.0
45.0,nan,43.0,57.0,41.0,46.5
95.0,43.0,nan,78.0,68.0,71.0
83.0,57.0,78.0,nan,65.0,70.75
73.0,41.0,68.0,65.0,nan,61.75
