nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
281,5,6,3,,,,,,
 ,,,,,,,,,
nan,100,91,91,57,84.75,,,,
100,nan,91,91,57,84.75,,,,
91,91,nan,100,63,86.25,,,,
91,91,100,nan,63,86.25,,,,
57,57,63,63,nan,60,80.4,,,
278,5,2,4,,,,,,
 ,,,,,,,,,
nan,71,63,82,51,66.75,,,,
71,nan,66,89,57,70.75,,,,
63,66,nan,65,51,61.25,,,,
82,89,65,nan,55,72.75,,,,
51,57,51,55,nan,53.5,65,,,
429,6,8,3,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
261,6,6,3,,,,,,
 ,,,,,,,,,
nan,80,100,98,80,89.5,,,,
80,nan,80,78,100,84.5,,,,
100,80,nan,98,80,89.5,,,,
98,78,98,nan,78,88,,,,
80,100,80,78,nan,84.5,87.2,,,
412,7,7,2,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
489,6,5,2,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
483,7,8,3,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
341,5,6,4,,,,,,
 ,,,,,,,,,
nan,100,98,100,98,99,,,,
100,nan,98,100,98,99,,,,
98,98,nan,98,100,98.5,,,,
100,100,98,nan,98,99,,,,
98,98,100,98,nan,98.5,98.8,,,
395,3,4,3,,,,,,
 ,,,,,,,,,
nan,100,100,91,100,97.75,,,,
100,nan,100,91,100,97.75,,,,
100,100,nan,91,100,97.75,,,,
91,91,91,nan,91,91,,,,
100,100,100,91,nan,97.75,96.4,,,
363,8,7,4,,,,,,
 ,,,,,,,,,
nan,100,93,93,93,94.75,,,,
100,nan,93,93,93,94.75,,,,
93,93,nan,100,100,96.5,,,,
93,93,100,nan,100,96.5,,,,
93,93,100,100,nan,96.5,95.8,,,
323,8,3,3,,,,,,
 ,,,,,,,,,
nan,35,95,95,86,77.75,,,,
35,nan,35,35,39,36,,,,
95,35,nan,100,87,79.25,,,,
95,35,100,nan,87,79.25,,,,
86,39,87,87,nan,74.75,69.4,,,
333,2,2,4,,,,,,
 ,,,,,,,,,
nan,54,76,69,48,61.75,,,,
54,nan,61,71,60,61.5,,,,
76,61,nan,86,56,69.75,,,,
69,71,86,nan,67,73.25,,,,
48,60,56,67,nan,57.75,64.8,,,
317,2,7,2,,,,,,
 ,,,,,,,,,
nan,49,50,37,32,42,,,,
49,nan,65,41,79,58.5,,,,
50,65,nan,71,48,58.5,,,,
37,41,71,nan,62,52.75,,,,
32,79,48,62,nan,55.25,53.4,,,
278,3,8,3,,,,,,
 ,,,,,,,,,
nan,100,100,99,100,99.75,,,,
100,nan,100,99,100,99.75,,,,
100,100,nan,99,100,99.75,,,,
99,99,99,nan,99,99,,,,
100,100,100,99,nan,99.75,99.6,,,
364,8,2,3,,,,,,
 ,,,,,,,,,
nan,91,29,56,62,59.5,,,,
91,nan,27,61,57,59,,,,
29,27,nan,25,51,33,,,,
56,61,25,nan,41,45.75,,,,
62,57,51,41,nan,52.75,50,,,
245,3,3,4,,,,,,
 ,,,,,,,,,
nan,66,68,60,58,63,,,,
66,nan,76,83,85,77.5,,,,
68,76,nan,60,62,66.5,,,,
60,83,60,nan,98,75.25,,,,
58,85,62,98,nan,75.75,71.6,,,
405,3,3,3,,,,,,
 ,,,,,,,,,
nan,61,100,92,61,78.5,,,,
61,nan,61,70,100,73,,,,
100,61,nan,92,61,78.5,,,,
92,70,92,nan,70,81,,,,
61,100,61,70,nan,73,76.8,,,
232,7,5,2,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
433,3,8,2,,,,,,
 ,,,,,,,,,
nan,88,100,100,100,97,,,,
88,nan,88,88,88,88,,,,
100,88,nan,100,100,97,,,,
100,88,100,nan,100,97,,,,
100,88,100,100,nan,97,95.2,,,
236,8,8,2,,,,,,
 ,,,,,,,,,
nan,83,83,100,83,87.25,,,,
83,nan,100,83,100,91.5,,,,
83,100,nan,83,100,91.5,,,,
100,83,83,nan,83,87.25,,,,
83,100,100,83,nan,91.5,89.8,,,
306,8,4,4,,,,,,
 ,,,,,,,,,
nan,97,97,97,84,93.75,,,,
97,nan,99,99,85,95,,,,
97,99,nan,100,86,95.5,,,,
97,99,100,nan,86,95.5,,,,
84,85,86,86,nan,85.25,93,,,
285,3,5,4,,,,,,
 ,,,,,,,,,
nan,87,90,90,84,87.75,,,,
87,nan,76,77,74,78.5,,,,
90,76,nan,80,73,79.75,,,,
90,77,80,nan,93,85,,,,
84,74,73,93,nan,81,82.4,,,
370,7,5,3,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
282,8,8,2,,,,,,
 ,,,,,,,,,
nan,97,83,83,97,90,,,,
97,nan,81,81,100,89.75,,,,
83,81,nan,100,81,86.25,,,,
83,81,100,nan,81,86.25,,,,
97,100,81,81,nan,89.75,88.4,,,
465,4,3,4,,,,,,
 ,,,,,,,,,
nan,58,100,35,39,58,,,,
58,nan,58,54,32,50.5,,,,
100,58,nan,35,39,58,,,,
35,54,35,nan,60,46,,,,
39,32,39,60,nan,42.5,51,,,
346,4,8,4,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
397,2,5,3,,,,,,
 ,,,,,,,,,
nan,100,87,87,44,79.5,,,,
100,nan,87,87,44,79.5,,,,
87,87,nan,100,55,82.25,,,,
87,87,100,nan,55,82.25,,,,
44,44,55,55,nan,49.5,74.6,,,
476,6,7,2,,,,,,
 ,,,,,,,,,
nan,84,92,99,88,90.75,,,,
84,nan,77,84,87,83,,,,
92,77,nan,91,81,85.25,,,,
99,84,91,nan,87,90.25,,,,
88,87,81,87,nan,85.75,87,,,
385,5,8,2,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
264,7,8,3,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
446,5,6,3,,,,,,
 ,,,,,,,,,
nan,100,100,100,92,98,,,,
100,nan,100,100,92,98,,,,
100,100,nan,100,92,98,,,,
100,100,100,nan,92,98,,,,
92,92,92,92,nan,92,96.8,,,
447,5,6,2,,,,,,
 ,,,,,,,,,
nan,100,98,98,98,98.5,,,,
100,nan,98,98,98,98.5,,,,
98,98,nan,100,100,99,,,,
98,98,100,nan,100,99,,,,
98,98,100,100,nan,99,98.8,,,
290,8,4,4,,,,,,
 ,,,,,,,,,
nan,93,87,89,80,87.25,,,,
93,nan,93,89,86,90.25,,,,
87,93,nan,83,92,88.75,,,,
89,89,83,nan,90,87.75,,,,
80,86,92,90,nan,87,88.2,,,
467,8,3,4,,,,,,
 ,,,,,,,,,
nan,24,28,26,28,26.5,,,,
24,nan,87,64,87,65.5,,,,
28,87,nan,76,100,72.75,,,,
26,64,76,nan,76,60.5,,,,
28,87,100,76,nan,72.75,59.6,,,
397,7,3,3,,,,,,
 ,,,,,,,,,
nan,96,88,96,53,83.25,,,,
96,nan,91,100,53,85,,,,
88,91,nan,91,58,82,,,,
96,100,91,nan,53,85,,,,
53,53,58,53,nan,54.25,77.9,,,
459,2,4,4,,,,,,
 ,,,,,,,,,
nan,81,67,48,95,72.75,,,,
81,nan,54,38,85,64.5,,,,
67,54,nan,76,63,65,,,,
48,38,76,nan,47,52.25,,,,
95,85,63,47,nan,72.5,65.4,,,
236,3,5,4,,,,,,
 ,,,,,,,,,
nan,79,57,74,67,69.25,,,,
79,nan,59,90,78,76.5,,,,
57,59,nan,55,76,61.75,,,,
74,90,55,nan,68,71.75,,,,
67,78,76,68,nan,72.25,70.3,,,
297,8,7,4,,,,,,
 ,,,,,,,,,
nan,99,100,100,100,99.75,,,,
99,nan,99,99,99,99,,,,
100,99,nan,100,100,99.75,,,,
100,99,100,nan,100,99.75,,,,
100,99,100,100,nan,99.75,99.6,,,
362,6,6,4,,,,,,
 ,,,,,,,,,
nan,100,92,98,91,95.25,,,,
100,nan,92,98,91,95.25,,,,
92,92,nan,92,85,90.25,,,,
98,98,92,nan,91,94.75,,,,
91,91,85,91,nan,89.5,93,,,
489,3,8,2,,,,,,
 ,,,,,,,,,
nan,60,60,66,60,61.5,,,,
60,nan,100,80,100,85,,,,
60,100,nan,80,100,85,,,,
66,80,80,nan,80,76.5,,,,
60,100,100,80,nan,85,78.6,,,
496,5,7,2,,,,,,
 ,,,,,,,,,
nan,100,70,70,100,85,,,,
100,nan,70,70,100,85,,,,
70,70,nan,100,70,77.5,,,,
70,70,100,nan,70,77.5,,,,
100,100,70,70,nan,85,82,,,
346,6,4,2,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
421,8,7,3,,,,,,
 ,,,,,,,,,
nan,100,99,99,100,99.5,,,,
100,nan,99,99,100,99.5,,,,
99,99,nan,100,99,99.25,,,,
99,99,100,nan,99,99.25,,,,
100,100,99,99,nan,99.5,99.4,,,
313,2,5,3,,,,,,
 ,,,,,,,,,
nan,94,51,90,71,76.5,,,,
94,nan,46,85,67,73,,,,
51,46,nan,59,55,52.75,,,,
90,85,59,nan,76,77.5,,,,
71,67,55,76,nan,67.25,69.4,,,
371,8,7,4,,,,,,
 ,,,,,,,,,
nan,99,93,100,100,98,,,,
99,nan,92,99,99,97.25,,,,
93,92,nan,93,93,92.75,,,,
100,99,93,nan,100,98,,,,
100,99,93,100,nan,98,96.8,,,
368,2,6,3,,,,,,
 ,,,,,,,,,
nan,80,92,94,94,90,,,,
80,nan,79,85,85,82.25,,,,
92,79,nan,93,93,89.25,,,,
94,85,93,nan,100,93,,,,
94,85,93,100,nan,93,89.5,,,
302,8,4,3,,,,,,
 ,,,,,,,,,
nan,91,68,68,99,81.5,,,,
91,nan,74,73,92,82.5,,,,
68,74,nan,99,68,77.25,,,,
68,73,99,nan,68,77,,,,
99,92,68,68,nan,81.75,80,,,
427,3,4,4,,,,,,
 ,,,,,,,,,
nan,85,74,85,84,82,,,,
85,nan,69,100,96,87.5,,,,
74,69,nan,69,72,71,,,,
85,100,69,nan,96,87.5,,,,
84,96,72,96,nan,87,83,,,
394,8,8,3,,,,,,
 ,,,,,,,,,
nan,99,100,100,100,99.75,,,,
99,nan,99,99,99,99,,,,
100,99,nan,100,100,99.75,,,,
100,99,100,nan,100,99.75,,,,
100,99,100,100,nan,99.75,99.6,,,
208,4,3,3,,,,,,
 ,,,,,,,,,
nan,88,100,60,100,87,,,,
88,nan,88,45,88,77.25,,,,
100,88,nan,60,100,87,,,,
60,45,60,nan,60,56.25,,,,
100,88,100,60,nan,87,78.9,,,
337,3,4,3,,,,,,
 ,,,,,,,,,
nan,100,100,76,100,94,,,,
100,nan,100,76,100,94,,,,
100,100,nan,76,100,94,,,,
76,76,76,nan,76,76,,,,
100,100,100,76,nan,94,90.4,,,
327,3,7,2,,,,,,
 ,,,,,,,,,
nan,61,85,100,100,86.5,,,,
61,nan,72,61,61,63.75,,,,
85,72,nan,85,85,81.75,,,,
100,61,85,nan,100,86.5,,,,
100,61,85,100,nan,86.5,81,,,
282,8,5,3,,,,,,
 ,,,,,,,,,
nan,72,56,56,63,61.75,,,,
72,nan,66,66,87,72.75,,,,
56,66,nan,100,57,69.75,,,,
56,66,100,nan,57,69.75,,,,
63,87,57,57,nan,66,68,,,
228,3,5,3,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
284,7,5,3,,,,,,
 ,,,,,,,,,
nan,69,100,63,88,80,,,,
69,nan,69,93,59,72.5,,,,
100,69,nan,63,88,80,,,,
63,93,63,nan,56,68.75,,,,
88,59,88,56,nan,72.75,74.8,,,
274,7,4,3,,,,,,
 ,,,,,,,,,
nan,97,97,89,89,93,,,,
97,nan,100,89,89,93.75,,,,
97,100,nan,89,89,93.75,,,,
89,89,89,nan,100,91.75,,,,
89,89,89,100,nan,91.75,92.8,,,
392,3,5,3,,,,,,
 ,,,,,,,,,
nan,57,54,57,57,56.25,,,,
57,nan,92,100,100,87.25,,,,
54,92,nan,92,92,82.5,,,,
57,100,92,nan,100,87.25,,,,
57,100,92,100,nan,87.25,80.1,,,
472,2,8,4,,,,,,
 ,,,,,,,,,
nan,92,93,92,87,91,,,,
92,nan,99,100,92,95.75,,,,
93,99,nan,99,92,95.75,,,,
92,100,99,nan,92,95.75,,,,
87,92,92,92,nan,90.75,93.8,,,
466,6,8,4,,,,,,
 ,,,,,,,,,
nan,100,88,65,100,88.25,,,,
100,nan,88,65,100,88.25,,,,
88,88,nan,76,88,85,,,,
65,65,76,nan,65,67.75,,,,
100,100,88,65,nan,88.25,83.5,,,
399,4,3,2,,,,,,
 ,,,,,,,,,
nan,92,100,100,92,96,,,,
92,nan,92,92,100,94,,,,
100,92,nan,100,92,96,,,,
100,92,100,nan,92,96,,,,
92,100,92,92,nan,94,95.2,,,
409,7,8,2,,,,,,
 ,,,,,,,,,
nan,100,64,100,82,86.5,,,,
100,nan,64,100,82,86.5,,,,
64,64,nan,64,52,61,,,,
100,100,64,nan,82,86.5,,,,
82,82,52,82,nan,74.5,79,,,
302,4,8,4,,,,,,
 ,,,,,,,,,
nan,85,97,98,99,94.75,,,,
85,nan,83,84,85,84.25,,,,
97,83,nan,96,98,93.5,,,,
98,84,96,nan,98,94,,,,
99,85,98,98,nan,95,92.3,,,
309,7,6,4,,,,,,
 ,,,,,,,,,
nan,93,100,93,93,94.75,,,,
93,nan,93,100,100,96.5,,,,
100,93,nan,93,93,94.75,,,,
93,100,93,nan,100,96.5,,,,
93,100,93,100,nan,96.5,95.8,,,
469,8,5,2,,,,,,
 ,,,,,,,,,
nan,91,100,100,100,97.75,,,,
91,nan,91,91,91,91,,,,
100,91,nan,100,100,97.75,,,,
100,91,100,nan,100,97.75,,,,
100,91,100,100,nan,97.75,96.4,,,
267,8,2,2,,,,,,
 ,,,,,,,,,
nan,92,84,94,84,88.5,,,,
92,nan,92,86,92,90.5,,,,
84,92,nan,79,100,88.75,,,,
94,86,79,nan,79,84.5,,,,
84,92,100,79,nan,88.75,88.2,,,
287,4,2,3,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
309,4,4,4,,,,,,
 ,,,,,,,,,
nan,58,100,54,58,67.5,,,,
58,nan,58,74,100,72.5,,,,
100,58,nan,54,58,67.5,,,,
54,74,54,nan,74,64,,,,
58,100,58,74,nan,72.5,68.8,,,
367,4,5,4,,,,,,
 ,,,,,,,,,
nan,81,81,79,83,81,,,,
81,nan,100,97,87,91.25,,,,
81,100,nan,97,87,91.25,,,,
79,97,97,nan,84,89.25,,,,
83,87,87,84,nan,85.25,87.6,,,
281,5,2,3,,,,,,
 ,,,,,,,,,
nan,57,100,100,100,89.25,,,,
57,nan,57,57,57,57,,,,
100,57,nan,100,100,89.25,,,,
100,57,100,nan,100,89.25,,,,
100,57,100,100,nan,89.25,82.8,,,
500,4,6,4,,,,,,
 ,,,,,,,,,
nan,87,99,87,99,93,,,,
87,nan,86,100,86,89.75,,,,
99,86,nan,86,100,92.75,,,,
87,100,86,nan,86,89.75,,,,
99,86,100,86,nan,92.75,91.6,,,
284,4,2,3,,,,,,
 ,,,,,,,,,
nan,77,77,74,77,76.25,,,,
77,nan,100,85,100,90.5,,,,
77,100,nan,85,100,90.5,,,,
74,85,85,nan,85,82.25,,,,
77,100,100,85,nan,90.5,86,,,
406,7,3,3,,,,,,
 ,,,,,,,,,
nan,100,100,100,91,97.75,,,,
100,nan,100,100,91,97.75,,,,
100,100,nan,100,91,97.75,,,,
100,100,100,nan,91,97.75,,,,
91,91,91,91,nan,91,96.4,,,
401,5,5,4,,,,,,
 ,,,,,,,,,
nan,98,80,80,82,85,,,,
98,nan,82,82,80,85.5,,,,
80,82,nan,100,97,89.75,,,,
80,82,100,nan,97,89.75,,,,
82,80,97,97,nan,89,87.8,,,
330,6,5,4,,,,,,
 ,,,,,,,,,
nan,98,98,99,98,98.25,,,,
98,nan,98,99,96,97.75,,,,
98,98,nan,99,98,98.25,,,,
99,99,99,nan,97,98.5,,,,
98,96,98,97,nan,97.25,98,,,
305,3,2,3,,,,,,
 ,,,,,,,,,
nan,94,100,100,100,98.5,,,,
94,nan,94,94,94,94,,,,
100,94,nan,100,100,98.5,,,,
100,94,100,nan,100,98.5,,,,
100,94,100,100,nan,98.5,97.6,,,
492,7,8,4,,,,,,
 ,,,,,,,,,
nan,99,100,100,100,99.75,,,,
99,nan,99,99,99,99,,,,
100,99,nan,100,100,99.75,,,,
100,99,100,nan,100,99.75,,,,
100,99,100,100,nan,99.75,99.6,,,
256,3,7,2,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
364,3,4,3,,,,,,
 ,,,,,,,,,
nan,85,78,92,92,86.75,,,,
85,nan,92,92,92,90.25,,,,
78,92,nan,85,85,85,,,,
92,92,85,nan,100,92.25,,,,
92,92,85,100,nan,92.25,89.3,,,
373,6,4,2,,,,,,
 ,,,,,,,,,
nan,92,92,100,100,96,,,,
92,nan,100,92,92,94,,,,
92,100,nan,92,92,94,,,,
100,92,92,nan,100,96,,,,
100,92,92,100,nan,96,95.2,,,
384,4,6,2,,,,,,
 ,,,,,,,,,
nan,100,100,91,100,97.75,,,,
100,nan,100,91,100,97.75,,,,
100,100,nan,91,100,97.75,,,,
91,91,91,nan,91,91,,,,
100,100,100,91,nan,97.75,96.4,,,
482,2,5,2,,,,,,
 ,,,,,,,,,
nan,72,100,100,64,84,,,,
72,nan,72,72,91,76.75,,,,
100,72,nan,100,64,84,,,,
100,72,100,nan,64,84,,,,
64,91,64,64,nan,70.75,79.9,,,
350,7,8,3,,,,,,
 ,,,,,,,,,
nan,54,100,100,100,88.5,,,,
54,nan,54,54,54,54,,,,
100,54,nan,100,100,88.5,,,,
100,54,100,nan,100,88.5,,,,
100,54,100,100,nan,88.5,81.6,,,
491,5,8,4,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
468,8,2,4,,,,,,
 ,,,,,,,,,
nan,72,93,78,89,83,,,,
72,nan,79,93,75,79.75,,,,
93,79,nan,73,95,85,,,,
78,93,73,nan,69,78.25,,,,
89,75,95,69,nan,82,81.6,,,
204,8,4,3,,,,,,
 ,,,,,,,,,
nan,88,70,97,40,73.75,,,,
88,nan,61,91,33,68.25,,,,
70,61,nan,67,63,65.25,,,,
97,91,67,nan,37,73,,,,
40,33,63,37,nan,43.25,64.7,,,
210,7,8,4,,,,,,
 ,,,,,,,,,
nan,77,80,77,77,77.75,,,,
77,nan,59,100,100,84,,,,
80,59,nan,59,59,64.25,,,,
77,100,59,nan,100,84,,,,
77,100,59,100,nan,84,78.8,,,
385,6,6,2,,,,,,
 ,,,,,,,,,
nan,44,100,100,44,72,,,,
44,nan,44,44,100,58,,,,
100,44,nan,100,44,72,,,,
100,44,100,nan,44,72,,,,
44,100,44,44,nan,58,66.4,,,
260,2,6,2,,,,,,
 ,,,,,,,,,
nan,100,46,85,100,82.75,,,,
100,nan,46,85,100,82.75,,,,
46,46,nan,40,46,44.5,,,,
85,85,40,nan,85,73.75,,,,
100,100,46,85,nan,82.75,73.3,,,
489,3,6,4,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
292,8,3,2,,,,,,
 ,,,,,,,,,
nan,100,100,100,100,100,,,,
100,nan,100,100,100,100,,,,
100,100,nan,100,100,100,,,,
100,100,100,nan,100,100,,,,
100,100,100,100,nan,100,100,,,
339,6,6,3,,,,,,
 ,,,,,,,,,
nan,100,100,86,100,96.5,,,,
100,nan,100,86,100,96.5,,,,
100,100,nan,86,100,96.5,,,,
86,86,86,nan,86,86,,,,
100,100,100,86,nan,96.5,94.4,,,
222,2,8,4,,,,,,
 ,,,,,,,,,
nan,55,63,66,56,60,,,,
55,nan,73,65,66,64.75,,,,
63,73,nan,48,50,58.5,,,,
66,65,48,nan,76,63.75,,,,
56,66,50,76,nan,62,61.8,,,
211,4,6,4,,,,,,
 ,,,,,,,,,
nan,89,100,90,47,81.5,,,,
89,nan,89,98,48,81,,,,
100,89,nan,90,47,81.5,,,,
90,98,90,nan,49,81.75,,,,
47,48,47,49,nan,47.75,74.7,,,
274,7,2,4,,,,,,
 ,,,,,,,,,
nan,48,48,48,48,48,,,,
48,nan,100,100,100,87,,,,
48,100,nan,100,100,87,,,,
48,100,100,nan,100,87,,,,
48,100,100,100,nan,87,79.2,,,
344,6,4,2,,,,,,
 ,,,,,,,,,
nan,100,100,100,92,98,,,,
100,nan,100,100,92,98,,,,
