nan,100,100,100,100,100,,,
100,nan,100,100,100,100,,,
100,100,nan,100,100,100,,,
100,100,100,nan,100,100,,,
100,100,100,100,nan,100,,100,
128,6,8,3,,,,,
 ,,,,,,,,
nan,100,100,86,88,93.5,,,
100,nan,100,86,88,93.5,,,
100,100,nan,86,88,93.5,,,
86,86,86,nan,75,83.25,,,
88,88,88,75,nan,84.75,,89.7,
136,8,2,4,,,,,
 ,,,,,,,,
nan,99,99,89,61,87,,,
99,nan,99,89,62,87.25,,,
99,99,nan,89,61,87,,,
89,89,89,nan,67,83.5,,,
61,62,61,67,nan,62.75,,81.5,
134,4,4,3,,,,,
 ,,,,,,,,
nan,17,94,16,42,42.25,,,
17,nan,19,97,43,44,,,
94,19,nan,21,41,43.75,,,
16,97,21,nan,41,43.75,,,
42,43,41,41,nan,41.75,,43.1,
137,8,8,2,,,,,
 ,,,,,,,,
nan,100,100,100,100,100,,,
100,nan,100,100,100,100,,,
100,100,nan,100,100,100,,,
100,100,100,nan,100,100,,,
100,100,100,100,nan,100,,100,
128,7,7,3,,,,,
 ,,,,,,,,
nan,99,98,99,92,97,,,
99,nan,98,100,93,97.5,,,
98,98,nan,98,93,96.75,,,
99,100,98,nan,93,97.5,,,
92,93,93,93,nan,92.75,,96.3,
130,7,2,4,,,,,
 ,,,,,,,,
nan,25,29,41,53,37,,,
25,nan,23,44,27,29.75,,,
29,23,nan,47,39,34.5,,,
41,44,47,nan,29,40.25,,,
53,27,39,29,nan,37,,35.7,
137,6,7,4,,,,,
 ,,,,,,,,
nan,100,100,100,100,100,,,
100,nan,100,100,100,100,,,
100,100,nan,100,100,100,,,
100,100,100,nan,100,100,,,
100,100,100,100,nan,100,,100,
128,4,6,4,,,,,
 ,,,,,,,,
nan,100,100,100,100,100,,,
100,nan,100,100,100,100,,,
100,100,nan,100,100,100,,,
100,100,100,nan,100,100,,,
100,100,100,100,nan,100,,100,
128,7,2,4,,,,,
 ,,,,,,,,
nan,37,88,88,60,68.25,,,
37,nan,35,35,43,37.5,,,
88,35,nan,100,65,72,,,
88,35,100,nan,65,72,,,
60,43,65,65,nan,58.25,,61.6,
135,8,8,2,,,,,
 ,,,,,,,,
nan,100,100,100,100,100,,,
100,nan,100,100,100,100,,,
100,100,nan,100,100,100,,,
100,100,100,nan,100,100,,,
100,100,100,100,nan,100,,100,
136,2,3,3,,,,,
 ,,,,,,,,
nan,98,98,51,57,76,,,
98,nan,100,52,59,77.25,,,
98,100,nan,52,59,77.25,,,
51,52,52,nan,30,46.25,,,
57,59,59,30,nan,51.25,,65.6,
128,3,8,3,,,,,
 ,,,,,,,,
135,7,2,3,,,,,
 ,,,,,,,,
nan,99,99,100,99,99.25,,,
99,nan,100,99,100,99.5,,,
99,100,nan,99,100,99.5,,,
100,99,99,nan,99,99.25,,,
99,100,100,99,nan,99.5,,99.4,
,,,,,,,,
 ,,,,,132,4,4,3
 ,,,,,,,,
132,4,4,3,,,,,
 ,,,,,,,,
nan,45,49,43,45,45.5,,,
45,nan,72,98,98,78.25,,,
49,72,nan,73,70,66,,,
43,98,73,nan,96,77.5,,,
45,98,70,96,nan,77.25,,68.9,
128,4,2,3,,,,,
 ,,,,,,,,
nan,68,85,5,47,51.25,,,
68,nan,81,7,31,46.75,,,
85,81,nan,7,42,53.75,,,
5,7,7,nan,3,5.5,,,
47,31,42,3,nan,30.75,,37.6,
